city,rent_weekly,income_weekly,transport_weekly,grocery_weekly,tuition_weekly,study_hours,work_hours,commute_hours,total_expenses,savings_weekly,financial_stress
Brisbane,487,669,45,106,275,41,12,2.8521588697367433,913,-244,1
Melbourne,579,208,49,147,299,33,19,0.9848195507017011,1074,-866,1
Melbourne,425,189,32,123,112,27,1,0.9041808388842788,692,-503,1
Sydney,210,386,38,123,218,43,2,1.1013377162898674,589,-203,1
Melbourne,209,535,48,119,142,39,14,1.7888674851878554,518,17,1
Sydney,470,449,22,149,287,41,18,1.9242615800885248,928,-479,1
Melbourne,472,544,45,137,156,33,12,1.0539835760986183,810,-266,1
Brisbane,382,356,59,125,298,24,4,2.391556970224863,864,-508,1
Melbourne,352,485,31,92,116,28,5,1.273882923506627,591,-106,1
Melbourne,514,663,21,72,277,27,13,2.8053283138235257,884,-221,1
Sydney,533,327,30,76,131,21,3,2.1418067661418263,770,-443,1
Melbourne,323,545,47,107,249,47,18,1.5908779857590292,726,-181,1
Melbourne,313,520,37,86,154,35,6,2.4747800042571133,590,-70,1
Sydney,477,467,32,55,342,32,3,2.544786565116662,906,-439,1
Brisbane,412,518,56,114,284,26,1,1.2262040140223591,866,-348,1
Brisbane,371,533,41,55,112,35,6,1.349286359590211,579,-46,1
Sydney,487,211,31,99,146,26,2,2.8398878843215085,763,-552,1
Sydney,373,654,21,71,186,46,14,0.9118525959081798,651,3,1
Sydney,312,388,56,137,161,33,0,0.6053760424073356,666,-278,1
Sydney,575,344,26,74,281,33,1,1.635138306523873,956,-612,1
Sydney,321,371,45,128,128,31,9,2.503024750609072,622,-251,1
Brisbane,231,210,45,139,121,20,15,2.4291702657768646,536,-326,1
Brisbane,421,278,43,121,164,20,14,2.7988265722820813,749,-471,1
Sydney,318,305,31,100,128,31,14,1.8330016609226005,577,-272,1
Melbourne,238,527,35,137,147,39,13,0.7501616789163332,557,-30,1
Sydney,467,586,42,97,104,40,13,1.9717224358400403,710,-124,1
Melbourne,432,356,59,119,349,34,5,2.445989035883029,959,-603,1
Sydney,217,537,28,148,262,23,13,0.733320300674566,655,-118,1
Sydney,348,629,51,114,346,26,16,0.9316435027439744,859,-230,1
Brisbane,596,489,34,109,301,35,17,0.5307266528891772,1040,-551,1
Melbourne,348,489,56,95,310,22,19,1.9841314486170258,809,-320,1
Melbourne,325,353,32,85,200,26,18,2.716835979864761,642,-289,1
Brisbane,591,310,24,107,170,48,16,2.176658290005249,892,-582,1
Brisbane,501,689,30,125,273,43,15,2.955100218977455,929,-240,1
Brisbane,559,541,29,87,262,41,7,0.657584131249404,937,-396,1
Brisbane,437,683,32,60,272,25,6,2.7575027128787406,801,-118,1
Melbourne,334,219,34,61,240,35,19,2.5351707184667016,669,-450,1
Melbourne,350,554,26,91,237,43,11,1.2856038012487623,704,-150,1
Sydney,435,666,59,88,165,27,8,2.9338163795931296,747,-81,1
Sydney,423,269,47,120,297,42,13,1.2198443704285375,887,-618,1
Brisbane,402,366,51,60,171,41,19,2.723261809570546,684,-318,1
Brisbane,455,205,54,85,327,25,0,2.7018714426854737,921,-716,1
Brisbane,285,515,34,101,124,29,9,2.394144041507431,544,-29,1
Sydney,349,653,55,80,271,35,16,1.9086761845321296,755,-102,1
Sydney,434,604,40,82,159,30,16,0.8000068740422202,715,-111,1
Sydney,544,253,25,62,274,32,16,1.8299293362412457,905,-652,1
Sydney,221,226,20,67,139,48,3,1.3919906391373364,447,-221,1
Sydney,547,379,23,90,106,25,16,2.480542582888379,766,-387,1
Sydney,484,407,30,107,273,43,17,2.3953230162421124,894,-487,1
Sydney,468,413,45,105,250,20,19,2.776531268431513,868,-455,1
Brisbane,457,480,56,73,310,40,1,0.5370754060792697,896,-416,1
Brisbane,228,331,42,122,145,38,7,2.5227580420576152,537,-206,1
Brisbane,412,699,48,80,185,31,12,2.846155132811672,725,-26,1
Brisbane,482,176,40,104,240,43,19,2.4732511227703755,866,-690,1
Sydney,249,425,46,59,120,46,14,0.8254861496759167,474,-49,1
Melbourne,294,448,58,109,100,25,19,0.7031977621022194,561,-113,1
Sydney,287,240,59,51,222,49,8,0.552113099519252,619,-379,1
Melbourne,243,629,32,64,246,37,2,2.0718630645701777,585,44,1
Brisbane,477,607,42,52,224,32,2,2.0741816296497184,795,-188,1
Sydney,370,600,35,92,287,26,1,2.9672842855455306,784,-184,1
Brisbane,388,514,49,80,132,42,0,1.4951079352602394,649,-135,1
Sydney,552,500,23,119,103,32,13,1.3297657122437418,797,-297,1
Brisbane,383,549,59,116,333,40,16,2.0610623179609813,891,-342,1
Melbourne,202,402,35,105,102,27,12,2.5640216812689847,444,-42,1
Melbourne,390,608,50,112,190,49,18,2.8419348738075048,742,-134,1
Melbourne,317,648,44,124,151,40,14,2.5078104154475964,636,12,1
Sydney,218,657,31,64,332,36,13,1.5666849515395118,645,12,1
Melbourne,222,453,45,141,326,28,1,2.08728558828016,734,-281,1
Sydney,229,650,56,59,127,39,6,2.6407483167902925,471,179,0
Melbourne,494,315,52,87,169,32,16,1.7265242207793485,802,-487,1
Melbourne,307,564,47,96,297,21,17,1.0417166092634818,747,-183,1
Sydney,566,611,28,106,282,23,5,0.9243085993696825,982,-371,1
Sydney,480,263,31,99,156,49,7,0.5003943614451418,766,-503,1
Melbourne,327,582,24,120,207,48,1,2.2955949874532107,678,-96,1
Sydney,428,505,47,64,314,44,0,0.7777430221149763,853,-348,1
Melbourne,310,356,54,67,324,21,15,1.109597749239851,755,-399,1
Sydney,335,384,24,131,243,23,6,1.2446908288069833,733,-349,1
Brisbane,561,591,53,137,123,37,10,1.9009496503419208,874,-283,1
Brisbane,385,504,53,51,296,24,14,1.4948931932394232,785,-281,1
Brisbane,343,664,32,133,268,38,12,2.1866849800579047,776,-112,1
Brisbane,271,357,58,147,333,29,1,0.6390966483217568,809,-452,1
Brisbane,328,274,33,92,176,37,13,0.8098479856610986,629,-355,1
Melbourne,563,287,30,75,274,49,5,1.7480287588331667,942,-655,1
Brisbane,460,488,57,120,175,44,8,1.3424119696170744,812,-324,1
Brisbane,202,686,23,87,168,40,6,1.2395334068783992,480,206,0
Brisbane,587,217,52,143,200,29,17,0.6675701975938069,982,-765,1
Brisbane,303,690,26,91,258,24,8,2.7392979368700034,678,12,1
Sydney,423,532,27,54,191,36,3,2.2295464653126267,695,-163,1
Melbourne,519,168,56,60,191,41,8,0.8040453920491235,826,-658,1
Brisbane,561,599,29,114,129,32,3,0.6626148943428516,833,-234,1
Brisbane,553,223,34,83,117,42,11,2.9371813335781076,787,-564,1
Brisbane,209,425,57,50,143,36,3,2.2029313760987623,459,-34,1
Melbourne,583,197,34,132,254,28,19,1.5436401777343538,1003,-806,1
Sydney,501,360,24,51,198,43,13,2.2543276018894622,774,-414,1
Melbourne,430,689,48,134,253,31,6,2.3908294662003975,865,-176,1
Sydney,418,340,38,69,220,33,12,2.449905505971948,745,-405,1
Brisbane,265,464,29,110,330,33,7,1.6946932641326442,734,-270,1
Brisbane,311,262,31,136,340,27,4,1.57470689531212,818,-556,1
Melbourne,212,319,23,70,214,42,11,0.5275702106722508,519,-200,1
Melbourne,592,617,50,137,159,24,12,2.816392787854595,938,-321,1
Sydney,285,163,37,117,245,38,19,2.008269695972358,684,-521,1
Sydney,433,437,35,61,324,47,13,1.0078848429749203,853,-416,1
Melbourne,289,338,59,71,316,33,17,2.7990085485535916,735,-397,1
Sydney,513,304,55,69,155,28,19,2.787329754425741,792,-488,1
Melbourne,253,620,44,131,130,49,3,2.9729604109152397,558,62,0
Sydney,211,224,42,50,200,26,17,2.685141407847447,503,-279,1
Melbourne,408,426,31,79,158,46,6,2.994460969550162,676,-250,1
Melbourne,213,492,53,146,223,45,14,1.1117154703081815,635,-143,1
Melbourne,320,574,55,73,229,45,5,2.6056239629980853,677,-103,1
Sydney,576,660,56,63,196,27,15,2.557570771989411,891,-231,1
Sydney,219,331,22,85,266,33,19,1.0773508980518343,592,-261,1
Sydney,274,607,28,118,288,41,7,0.7460938725024769,708,-101,1
Melbourne,599,213,37,124,334,47,15,2.948551284193999,1094,-881,1
Sydney,442,409,54,73,206,33,15,1.240061378801526,775,-366,1
Sydney,422,342,53,109,290,30,2,2.677229476169515,874,-532,1
Melbourne,269,555,33,144,323,33,16,0.5103178866865097,769,-214,1
Brisbane,511,242,23,104,117,40,8,0.5525620180490055,755,-513,1
Melbourne,410,579,48,126,244,27,2,1.664678271740921,828,-249,1
Sydney,300,583,34,129,325,22,19,1.096786709837659,788,-205,1
Melbourne,385,553,47,73,266,47,6,2.224603208589911,771,-218,1
Brisbane,331,583,35,126,170,48,17,1.9139108139198857,662,-79,1
Melbourne,310,261,31,73,205,48,11,0.6937144936262286,619,-358,1
Sydney,580,524,24,103,153,42,18,0.9065707407892927,860,-336,1
Brisbane,331,208,53,75,344,37,15,1.4701231751460357,803,-595,1
Sydney,219,192,20,115,326,22,16,0.9640101598885829,680,-488,1
Brisbane,593,356,58,129,193,32,19,2.4805558681098216,973,-617,1
Brisbane,223,445,51,87,175,31,14,1.5401755888832,536,-91,1
Melbourne,426,267,45,114,134,34,0,0.7335796671062482,719,-452,1
Melbourne,353,681,36,124,110,37,1,1.710857255680312,623,58,0
Sydney,492,371,46,100,160,24,7,0.7270954526535354,798,-427,1
Melbourne,429,315,43,84,143,26,1,0.8223432635495429,699,-384,1
Melbourne,509,305,54,92,220,30,18,1.0990245800705132,875,-570,1
Brisbane,558,333,58,78,167,45,8,2.6488192631187246,861,-528,1
Melbourne,401,239,45,86,124,46,8,2.81153133083243,656,-417,1
Brisbane,237,243,57,130,275,30,12,2.5656443233301727,699,-456,1
Brisbane,459,162,42,107,259,46,5,1.335193043544618,867,-705,1
Brisbane,387,587,41,103,183,34,14,1.1811161027720791,714,-127,1
Sydney,256,687,23,88,213,29,18,1.872889226975598,580,107,0
Sydney,219,299,28,91,322,34,14,2.3046329013327806,660,-361,1
Sydney,472,157,23,77,231,32,17,2.983431970400437,803,-646,1
Brisbane,318,178,26,78,345,33,6,0.8289267796973155,767,-589,1
Sydney,270,445,42,92,265,36,10,0.623229997559511,669,-224,1
Sydney,203,489,21,52,344,32,7,2.2358897224881775,620,-131,1
Melbourne,420,588,43,59,290,29,5,2.580564458759764,812,-224,1
Sydney,213,293,59,108,274,44,7,2.615871949666058,654,-361,1
Sydney,202,668,50,63,100,20,1,2.1961588726929016,415,253,0
Brisbane,415,194,50,125,230,20,18,2.885039510297968,820,-626,1
Brisbane,428,388,59,96,328,49,15,1.7775119088614673,911,-523,1
Brisbane,535,304,53,91,185,34,6,2.784536995840531,864,-560,1
Brisbane,385,330,43,143,161,35,9,2.9195303424788075,732,-402,1
Brisbane,254,364,45,81,163,31,11,2.6178936425077692,543,-179,1
Brisbane,587,237,35,81,244,45,16,1.2743964081465515,947,-710,1
Sydney,575,405,32,91,225,43,6,0.9905391279257382,923,-518,1
Brisbane,453,660,34,81,305,25,7,1.8703001624545461,873,-213,1
Brisbane,223,222,46,75,204,25,6,1.6325368759504713,548,-326,1
Melbourne,361,328,23,50,161,31,3,2.6943958554818326,595,-267,1
Sydney,357,361,35,105,134,44,2,0.7500791776678843,631,-270,1
Sydney,281,383,49,51,349,34,18,1.1443501532787965,730,-347,1
Sydney,358,614,49,130,112,23,14,2.3794973612967714,649,-35,1
Brisbane,387,372,55,79,262,43,3,0.7374666124432803,783,-411,1
Brisbane,259,413,22,120,142,23,8,1.3019110350542504,543,-130,1
Brisbane,504,356,41,101,229,49,12,1.4678884851349578,875,-519,1
Melbourne,518,515,41,140,283,21,17,2.056484491406725,982,-467,1
Brisbane,565,425,31,58,210,46,15,0.8953316142984115,864,-439,1
Melbourne,410,529,40,71,304,43,0,2.6515112258742737,825,-296,1
Sydney,351,458,23,83,227,31,3,1.6188555886656857,684,-226,1
Brisbane,308,417,50,98,150,26,17,2.7925542797013914,606,-189,1
Melbourne,275,213,50,50,281,39,7,1.669674784084829,656,-443,1
Melbourne,229,499,42,122,243,28,19,1.1876006473518335,636,-137,1
Brisbane,513,643,39,133,245,28,15,0.8545720717191871,930,-287,1
Sydney,316,672,34,102,234,27,10,0.5093627367782121,686,-14,1
Sydney,555,247,42,132,144,33,19,1.830393712462089,873,-626,1
Sydney,391,220,47,149,263,20,18,0.7678917423173086,850,-630,1
Melbourne,218,513,35,89,268,42,18,1.4793194090779456,610,-97,1
Melbourne,372,425,56,94,321,40,17,1.9731794030927168,843,-418,1
Melbourne,427,199,40,117,141,42,18,1.1892147422567507,725,-526,1
Melbourne,549,507,34,58,332,31,10,0.9380607309152882,973,-466,1
Sydney,382,634,36,71,234,44,2,2.436804056523354,723,-89,1
Brisbane,312,233,56,67,114,21,7,2.8669779307040515,549,-316,1
Melbourne,382,445,32,125,159,32,19,0.751101044654915,698,-253,1
Melbourne,345,385,38,92,139,49,18,0.8889758109625197,614,-229,1
Sydney,518,205,49,88,310,46,9,2.9000316431317965,965,-760,1
Brisbane,315,509,37,122,334,23,15,0.5944605545306156,808,-299,1
Brisbane,312,259,33,55,264,39,4,2.9440808413761808,664,-405,1
Sydney,450,341,55,132,293,37,19,0.5116112077124719,930,-589,1
Sydney,450,242,55,97,333,38,8,2.684171639128328,935,-693,1
Brisbane,502,209,39,56,211,35,7,1.268312952469374,808,-599,1
Melbourne,512,188,38,129,282,46,10,2.8464721454432413,961,-773,1
Brisbane,317,689,26,118,176,33,15,1.2923632215889636,637,52,0
Sydney,500,198,23,65,331,49,6,2.13576580383514,919,-721,1
Melbourne,360,569,53,50,204,48,14,0.7000814244148417,667,-98,1
Melbourne,397,162,21,86,334,27,19,1.1058245286343475,838,-676,1
Sydney,459,185,24,132,206,31,16,2.434198366198127,821,-636,1
Sydney,347,250,29,86,346,28,5,1.8217146341970492,808,-558,1
Sydney,439,235,51,130,221,25,14,2.8199226544676117,841,-606,1
Brisbane,246,665,32,113,322,45,7,1.5718785208533856,713,-48,1
Brisbane,598,372,58,139,179,37,6,2.6745309145348077,974,-602,1
Melbourne,397,487,24,135,333,21,1,1.6223885936955937,889,-402,1
Sydney,246,315,29,111,224,42,12,2.9481206967549634,610,-295,1
Melbourne,277,532,29,121,283,27,5,2.899585953497192,710,-178,1
Melbourne,323,525,57,110,271,43,4,1.3228417638902008,761,-236,1
Melbourne,274,620,46,82,284,33,19,2.714809176042008,686,-66,1
Melbourne,558,180,40,115,233,25,0,2.619028435539123,946,-766,1
Sydney,336,524,27,79,319,29,17,1.026700993318907,761,-237,1
Melbourne,289,160,20,69,131,27,14,2.0607260019581743,509,-349,1
Sydney,599,451,47,109,207,49,9,0.6817057889745372,962,-511,1
Sydney,524,245,58,131,301,36,2,2.591776801458654,1014,-769,1
Brisbane,260,339,33,123,213,44,4,0.9363647087587413,629,-290,1
Sydney,337,602,40,73,245,48,12,0.6770367534644113,695,-93,1
Brisbane,249,341,49,53,167,31,7,1.500547738847028,518,-177,1
Sydney,458,635,40,86,226,36,1,1.9423053464991087,810,-175,1
Sydney,306,415,28,53,300,32,8,2.6372923963994275,687,-272,1
Sydney,312,573,36,126,234,38,16,2.935606313804341,708,-135,1
Brisbane,549,277,24,138,213,31,17,1.598731281424659,924,-647,1
Brisbane,453,387,50,126,107,35,12,0.6511173074631755,736,-349,1
Melbourne,317,504,59,67,163,44,0,2.372788947564677,606,-102,1
Brisbane,397,261,57,137,334,46,11,1.9129331405598435,925,-664,1
Brisbane,536,595,38,115,234,24,19,1.6197283621111578,923,-328,1
Brisbane,564,492,55,97,140,44,19,1.2731721969804741,856,-364,1
Brisbane,250,294,52,82,139,35,4,1.755996319608839,523,-229,1
Melbourne,444,214,32,107,102,44,7,1.3466990111425774,685,-471,1
Brisbane,234,396,33,132,244,25,14,2.392529669368401,643,-247,1
Sydney,501,639,52,122,293,30,2,1.8597342412316027,968,-329,1
Sydney,268,588,48,77,306,36,5,2.6921194353852798,699,-111,1
Brisbane,548,255,55,84,209,45,12,1.8588597866236052,896,-641,1
Brisbane,519,330,29,59,320,42,11,1.095656033349825,927,-597,1
Sydney,248,333,50,114,213,33,18,2.6277297055803612,625,-292,1
Sydney,273,375,25,91,211,25,17,1.8930476123251099,600,-225,1
Melbourne,391,238,20,134,279,44,0,1.017102595358903,824,-586,1
Sydney,460,679,26,58,249,42,6,2.0587695248905553,793,-114,1
Sydney,555,520,46,109,103,49,11,1.3942919123560689,813,-293,1
Brisbane,269,548,40,64,348,47,9,2.6110140307301646,721,-173,1
Sydney,289,255,47,148,343,30,11,1.6332493466163571,827,-572,1
Melbourne,459,420,35,106,233,31,10,2.316103395268542,833,-413,1
Sydney,325,652,42,118,265,32,3,0.7388405190905929,750,-98,1
Brisbane,430,674,39,71,125,23,18,1.4900608657558654,665,9,1
Brisbane,494,181,57,113,238,26,5,2.958103591180997,902,-721,1
Sydney,328,542,44,90,317,21,8,2.521150723692871,779,-237,1
Brisbane,479,189,47,136,116,25,19,0.8998520059173216,778,-589,1
Melbourne,512,367,24,120,315,25,9,1.1944101236931377,971,-604,1
Melbourne,299,231,40,105,191,37,4,1.3245395221409026,635,-404,1
Sydney,525,350,37,72,326,49,12,2.125913901238614,960,-610,1
Sydney,496,596,25,74,130,39,8,2.392486898724139,725,-129,1
Sydney,381,577,48,140,304,27,1,2.3738165220197747,873,-296,1
Brisbane,373,187,38,55,345,27,17,1.7746851407660071,811,-624,1
Melbourne,515,360,52,83,262,48,0,2.527051344595378,912,-552,1
Melbourne,563,593,20,112,243,27,11,1.5926952068936877,938,-345,1
Brisbane,387,476,22,58,306,27,9,0.8097014132389048,773,-297,1
Melbourne,256,376,40,109,206,20,1,1.9111046041345332,611,-235,1
Sydney,230,197,54,98,245,21,8,2.8807534615027666,627,-430,1
Sydney,283,167,59,146,210,31,1,2.4824841284812784,698,-531,1
Sydney,351,588,22,100,200,34,13,1.946751619230606,673,-85,1
Melbourne,235,336,44,109,211,23,10,2.1170141508727425,599,-263,1
Sydney,412,494,57,119,161,47,10,2.8264050675889316,749,-255,1
Brisbane,563,373,39,86,211,44,16,1.570856986087401,899,-526,1
Brisbane,305,637,53,80,340,22,3,1.3284853473565934,778,-141,1
Melbourne,541,378,40,147,332,33,12,2.9431039125011225,1060,-682,1
Brisbane,419,539,42,90,254,41,6,2.6586078337758337,805,-266,1
Brisbane,590,337,25,111,346,42,15,1.307608961546506,1072,-735,1
Melbourne,362,419,32,142,262,27,0,1.659451493402307,798,-379,1
Sydney,419,459,42,107,215,32,12,1.5376953225194976,783,-324,1
Sydney,469,281,28,63,272,42,0,0.8727391966785848,832,-551,1
Sydney,319,221,36,85,345,38,10,2.894548309533148,785,-564,1
Melbourne,593,336,21,85,134,41,5,1.5107810780493969,833,-497,1
Brisbane,535,635,38,128,127,24,19,2.68832270659477,828,-193,1
Sydney,599,340,38,57,202,32,2,0.9733905692016627,896,-556,1
Sydney,381,571,26,75,224,47,11,1.8696770265930494,706,-135,1
Melbourne,305,269,39,85,201,45,4,0.5599034628106745,630,-361,1
Sydney,416,369,28,97,236,39,8,2.4105512096057713,777,-408,1
Melbourne,404,202,36,134,303,20,11,1.952284745615696,877,-675,1
Brisbane,269,600,46,77,242,35,9,2.0639739586743815,634,-34,1
Melbourne,243,561,21,117,120,49,18,0.6293022063866336,501,60,0
Melbourne,528,386,55,111,151,48,4,1.0275958255215385,845,-459,1
Melbourne,500,555,38,129,262,42,4,0.6858271808839504,929,-374,1
Melbourne,427,571,36,135,333,43,8,1.2222857895095294,931,-360,1
Brisbane,383,396,24,125,196,21,19,2.0685975192053774,728,-332,1
Brisbane,306,221,58,129,150,26,16,1.915464960793438,643,-422,1
Sydney,283,334,37,100,182,25,9,2.0303745540334757,602,-268,1
Brisbane,537,155,26,91,154,24,0,1.8731281784447358,808,-653,1
Brisbane,449,355,36,78,314,48,15,1.1825719891896485,877,-522,1
Sydney,562,693,58,131,176,23,14,1.111268743361063,927,-234,1
Brisbane,220,536,55,59,226,21,16,0.8426492088414532,560,-24,1
Melbourne,395,225,59,88,271,29,19,2.6226771872587302,813,-588,1
Melbourne,377,326,23,131,292,41,12,2.0411983963531113,823,-497,1
Sydney,206,498,57,50,342,24,0,0.9662775312601495,655,-157,1
Sydney,269,404,44,88,192,37,7,0.9430234495530988,593,-189,1
Sydney,326,457,24,70,187,29,4,2.682589003815342,607,-150,1
Melbourne,598,494,49,114,179,42,5,2.356827159408298,940,-446,1
Brisbane,359,276,31,64,252,41,19,2.1484976997634284,706,-430,1
Melbourne,447,436,23,53,346,47,13,1.5171602688482495,869,-433,1
Sydney,402,636,43,109,314,34,10,1.154938910696294,868,-232,1
Brisbane,347,532,48,110,191,46,5,2.9486269077820593,696,-164,1
Brisbane,342,555,28,69,146,28,10,2.4930989375570003,585,-30,1
Melbourne,398,537,23,59,307,30,12,1.2544480578406911,787,-250,1
Sydney,353,674,43,136,334,45,11,2.618911990696237,866,-192,1
Melbourne,575,425,33,83,283,40,1,2.3973298715367037,974,-549,1
Brisbane,583,649,24,97,137,44,2,1.242701374694996,841,-192,1
Melbourne,341,486,37,82,238,44,3,1.5663821356040992,698,-212,1
Melbourne,512,630,38,147,294,48,16,0.9648836134775667,991,-361,1
Sydney,364,422,31,110,114,36,5,0.7776311109452734,619,-197,1
Sydney,513,207,37,59,100,40,6,2.306905082099242,709,-502,1
Brisbane,220,477,36,103,234,28,14,1.1687796433846667,593,-116,1
Melbourne,281,258,49,133,100,42,10,2.550148414365634,563,-305,1
Melbourne,268,428,43,114,148,35,2,2.989021778786065,573,-145,1
Melbourne,330,477,30,126,195,25,5,0.6915495348241216,681,-204,1
Brisbane,286,464,54,50,300,41,1,1.6825878127092506,690,-226,1
Brisbane,417,623,42,54,256,30,13,2.5051563982770078,769,-146,1
Sydney,504,260,36,129,125,42,8,2.472377241353084,794,-534,1
Sydney,570,378,20,64,186,36,17,2.3999928958274213,840,-462,1
Sydney,544,646,34,77,272,23,18,1.3724873382547773,927,-281,1
Melbourne,540,305,51,144,334,48,11,1.6346331392126308,1069,-764,1
Melbourne,583,622,28,72,192,34,12,1.9874208933536757,875,-253,1
Sydney,595,421,34,66,343,20,11,2.934851458933143,1038,-617,1
Melbourne,360,151,47,147,201,41,11,1.3188681773462323,755,-604,1
Sydney,377,660,43,62,324,49,17,2.807859719292144,806,-146,1
Brisbane,316,435,54,63,170,48,8,1.1733922954512352,603,-168,1
Sydney,395,162,41,60,239,39,16,2.9726861636842616,735,-573,1
Brisbane,582,647,46,77,194,20,15,2.1756592170689792,899,-252,1
Melbourne,526,387,38,91,259,28,16,1.6587787008963772,914,-527,1
Sydney,285,243,31,145,217,31,7,2.033476070159012,678,-435,1
Melbourne,488,487,39,148,247,23,10,1.1813279226005169,922,-435,1
Brisbane,280,320,20,110,218,47,1,1.1854346437786665,628,-308,1
Brisbane,351,616,40,113,150,41,7,0.7838863596087347,654,-38,1
Brisbane,260,292,20,80,180,32,11,0.7851257442634969,540,-248,1
Melbourne,260,350,29,130,135,26,0,1.3691793536722783,554,-204,1
Melbourne,553,329,51,122,166,27,12,2.407138694740929,892,-563,1
Melbourne,227,513,58,59,228,47,16,2.019927918995406,572,-59,1
Melbourne,242,628,41,57,213,32,13,0.7564614008275521,553,75,0
Brisbane,368,620,37,70,254,30,13,2.6305913124397775,729,-109,1
Brisbane,285,533,51,126,344,28,15,2.003419067475166,806,-273,1
Sydney,376,566,46,108,210,44,16,2.902138941961949,740,-174,1
Sydney,216,457,47,99,267,43,5,2.175463668528019,629,-172,1
Melbourne,297,516,37,118,324,35,6,0.9379371592604525,776,-260,1
Brisbane,397,150,58,119,311,29,0,1.6844584057695555,885,-735,1
Brisbane,297,193,48,79,241,30,14,2.1212439938680103,665,-472,1
Brisbane,264,247,37,144,199,31,19,0.5706617526249442,644,-397,1
Sydney,529,414,27,66,296,47,17,0.5372756603870197,918,-504,1
Sydney,540,289,50,124,314,33,12,0.8235075014964197,1028,-739,1
Brisbane,204,630,53,69,208,38,1,1.1291610876136768,534,96,0
Brisbane,201,386,26,97,219,31,18,1.573872808801689,543,-157,1
Brisbane,221,221,55,122,178,37,14,1.7186011843994708,576,-355,1
Sydney,311,339,37,51,233,40,11,0.8450690223447419,632,-293,1
Brisbane,256,417,57,86,260,36,14,2.183478947789577,659,-242,1
Brisbane,265,470,28,50,282,22,17,1.990345154241337,625,-155,1
Melbourne,529,256,28,53,118,20,13,1.2361602471029005,728,-472,1
Melbourne,297,381,27,149,226,48,5,0.5341497085882301,699,-318,1
Sydney,343,191,54,103,304,38,11,0.6941197883832269,804,-613,1
Brisbane,567,288,37,74,128,48,19,1.4792369387770985,806,-518,1
Brisbane,324,422,24,52,288,23,5,0.8849358779142098,688,-266,1
Melbourne,366,630,33,58,297,42,8,1.442049015369927,754,-124,1
Sydney,285,565,47,135,306,47,3,2.070456511275888,773,-208,1
Melbourne,275,655,49,136,307,35,16,1.8680935696982088,767,-112,1
Melbourne,543,573,23,125,123,31,1,1.0779397078434856,814,-241,1
Melbourne,493,556,58,123,250,40,15,1.359556228146881,924,-368,1
Melbourne,258,539,39,83,339,40,13,2.0350779961216263,719,-180,1
Brisbane,337,491,44,92,109,32,7,2.652137570108622,582,-91,1
Brisbane,298,642,47,123,281,36,13,2.383033596847193,749,-107,1
Melbourne,391,341,31,143,204,27,1,1.8835000670835373,769,-428,1
Sydney,442,648,21,71,268,32,15,1.4057324957912156,802,-154,1
Sydney,518,382,33,119,276,39,3,1.4126281938545135,946,-564,1
Sydney,248,376,41,51,244,45,0,2.69854327566099,584,-208,1
Sydney,231,520,50,143,340,24,19,0.598108940101366,764,-244,1
Melbourne,590,288,42,115,283,37,13,2.9699566110506526,1030,-742,1
Brisbane,476,298,39,81,335,34,7,2.1609385271289057,931,-633,1
Sydney,219,264,57,65,272,31,2,2.2028442476809764,613,-349,1
Melbourne,353,599,23,125,257,48,4,0.5949945932618554,758,-159,1
Sydney,582,212,34,50,271,36,5,2.0138231872281804,937,-725,1
Sydney,267,253,43,121,337,44,7,1.7119451502261174,768,-515,1
Melbourne,565,422,44,97,301,34,5,0.7644472672351674,1007,-585,1
Brisbane,571,155,20,99,154,21,5,1.1948050269233976,844,-689,1
Brisbane,413,296,26,62,246,25,3,2.725786140534128,747,-451,1
Melbourne,342,333,50,64,256,36,6,1.8749710396648824,712,-379,1
Brisbane,575,177,31,102,101,35,18,1.5335414379347718,809,-632,1
Melbourne,431,699,24,93,263,36,6,0.6817053896020273,811,-112,1
Melbourne,412,268,57,57,246,44,2,2.285303818505764,772,-504,1
Melbourne,278,442,31,123,234,39,7,2.2571270584900813,666,-224,1
Brisbane,413,520,58,95,253,28,0,2.035109017431409,819,-299,1
Melbourne,315,393,37,118,306,46,0,1.7756566155516231,776,-383,1
Sydney,291,367,21,68,210,24,13,1.5844610055184316,590,-223,1
Brisbane,469,326,29,87,347,42,5,1.9831777324699806,932,-606,1
Brisbane,580,448,34,60,137,20,9,1.0834886293210166,811,-363,1
Brisbane,367,207,49,92,230,25,13,2.8531476604441193,738,-531,1
Brisbane,257,418,36,69,201,43,3,1.9719863229505739,563,-145,1
Sydney,483,457,23,69,307,33,5,1.2779811108859414,882,-425,1
Brisbane,225,437,26,70,293,36,15,1.6241996272128931,614,-177,1
Brisbane,568,254,50,131,194,44,0,2.5142119721922307,943,-689,1
Melbourne,265,377,58,106,191,38,5,0.9040401518257436,620,-243,1
Brisbane,447,396,53,99,170,20,8,1.232089056150651,769,-373,1
Sydney,453,643,25,123,321,20,14,2.1987700568413886,922,-279,1
Sydney,586,232,57,147,270,32,11,1.2887230162055596,1060,-828,1
Sydney,243,335,53,75,349,33,2,2.481254204653665,720,-385,1
Sydney,296,401,34,79,289,46,10,0.8261337179434021,698,-297,1
Brisbane,241,504,33,122,298,25,14,2.4067154261365213,694,-190,1
